file_name,order,raster_name,raster_description
gpw_v4_basic_demographic_characteristics_ft_cntm,4,"Basic Demographic Characteristics, v4.10 (2010): Female population count ages 10 to 14",Female population count ages 10 to 14 for the year 2010
gpw_v4_basic_demographic_characteristics_ft_cntm,5,"Basic Demographic Characteristics, v4.10 (2010): Female population count ages 15 to 19",Female population count ages 15 to 19 for the year 2010
gpw_v4_basic_demographic_characteristics_ft_cntm,6,"Basic Demographic Characteristics, v4.10 (2010): Female population count ages 20 to 24",Female population count ages 20 to 24 for the year 2010
gpw_v4_basic_demographic_characteristics_ft_cntm,7,"Basic Demographic Characteristics, v4.10 (2010): Female population count ages 25 to 29",Female population count ages 25 to 29 for the year 2010
gpw_v4_basic_demographic_characteristics_ft_cntm,8,"Basic Demographic Characteristics, v4.10 (2010): Female population count ages 30 to 34",Female population count ages 30 to 34 for the year 2010
gpw_v4_basic_demographic_characteristics_ft_cntm,9,"Basic Demographic Characteristics, v4.10 (2010): Female population count ages 35 to 39",Female population count ages 35 to 39 for the year 2010
gpw_v4_basic_demographic_characteristics_ft_cntm,10,"Basic Demographic Characteristics, v4.10 (2010): Female population count ages 40 to 44",Female population count ages 40 to 44 for the year 2010
gpw_v4_basic_demographic_characteristics_ft_cntm,11,"Basic Demographic Characteristics, v4.10 (2010): Female population count ages 45 to 49",Female population count ages 45 to 49 for the year 2010
gpw_v4_basic_demographic_characteristics_ft_cntm,12,"Basic Demographic Characteristics, v4.10 (2010): Female population count ages 50 to 54",Female population count ages 50 to 54 for the year 2010
gpw_v4_basic_demographic_characteristics_ft_cntm,13,"Basic Demographic Characteristics, v4.10 (2010): Female population count ages 55 to 59",Female population count ages 55 to 59 for the year 2010
gpw_v4_basic_demographic_characteristics_ft_cntm,14,"Basic Demographic Characteristics, v4.10 (2010): Female population count ages 60 to 64",Female population count ages 60 to 64 for the year 2010
gpw_v4_basic_demographic_characteristics_ft_cntm,15,"Basic Demographic Characteristics, v4.10 (2010): Female population count ages 65 and over",Female population count ages 65 and over for the year 2010
gpw_v4_basic_demographic_characteristics_ft_cntm,16,"Data Context, v4.10 (2010)",Categorizes pixels with estimated 0 population for the year 2010 based on information provided in census documents (see gpw_v4_context_lookup.txt)
gpw_v4_basic_demographic_characteristics_ft_cntm,17,"Type of Tabular Input Data, v4.10",A code referencing the type of population data used (see gpw_v4_data_type_lookup.txt)
gpw_v4_basic_demographic_characteristics_ft_cntm,18,"Input Data Level, v4.10",Highest administrative level of input data used
gpw_v4_basic_demographic_characteristics_ft_cntm,19,"Input Data Year, v4.10",The year of the input population data used
gpw_v4_basic_demographic_characteristics_ft_cntm,20,"Growth Rate End Year, v4.10",The latest year used to calculate the annual exponential growth rate
gpw_v4_basic_demographic_characteristics_ft_cntm,21,"Growth Rate Administrative Level, v4.10",The dominant administrative level used to calculate the annual exponential growth rate
gpw_v4_basic_demographic_characteristics_ft_cntm,22,"Growth Rate Start Year, v4.10",The earliest year used to calculate the annual exponential growth rate
gpw_v4_basic_demographic_characteristics_ft_cntm,23,"Year of Most Recent Census, v4.10",Year of the most recent census conducted in the country/state
gpw_v4_basic_demographic_characteristics_ft_cntm,24,"Mean Administrative Unit Area, v4.10 (2010)",Mean administrative unit area in square kilometers
gpw_v4_basic_demographic_characteristics_ft_cntm,25,"National Identifier Grid, v4.10 (2010)",Numeric country codes corresponding to nation-states (see gpw_v4_national_identifier_lookup.txt)
gpw_v4_basic_demographic_characteristics_ft_cntm,26,"Water Mask, v4.10 (2010)",Displays pixels that are completely or partially water and/or ice for the year 2010 (see gpw_v4_watermask_lookup.txt)
gpw_v4_basic_demographic_characteristics_ft_dens,1,"Basic Demographic Characteristics, v4.10 (2010): Female population density",Female population density for the year 2010
gpw_v4_basic_demographic_characteristics_ft_dens,2,"Basic Demographic Characteristics, v4.10 (2010): Female population density ages 0 to 4",Female population density ages 0 to 4 for the year 2010
gpw_v4_basic_demographic_characteristics_ft_dens,3,"Basic Demographic Characteristics, v4.10 (2010): Female population density ages 5 to 9",Female population density ages 5 to 9 for the year 2010
gpw_v4_basic_demographic_characteristics_ft_dens,4,"Basic Demographic Characteristics, v4.10 (2010): Female population density ages 10 to 14",Female population density ages 10 to 14 for the year 2010
gpw_v4_basic_demographic_characteristics_ft_dens,5,"Basic Demographic Characteristics, v4.10 (2010): Female population density ages 15 to 19",Female population density ages 15 to 19 for the year 2010
gpw_v4_basic_demographic_characteristics_ft_dens,6,"Basic Demographic Characteristics, v4.10 (2010): Female population density ages 20 to 24",Female population density ages 20 to 24 for the year 2010
gpw_v4_basic_demographic_characteristics_ft_dens,7,"Basic Demographic Characteristics, v4.10 (2010): Female population density ages 25 to 29",Female population density ages 25 to 29 for the year 2010
gpw_v4_basic_demographic_characteristics_ft_dens,8,"Basic Demographic Characteristics, v4.10 (2010): Female population density ages 30 to 34",Female population density ages 30 to 34 for the year 2010
gpw_v4_basic_demographic_characteristics_ft_dens,9,"Basic Demographic Characteristics, v4.10 (2010): Female population density ages 35 to 39",Female population density ages 35 to 39 for the year 2010
gpw_v4_basic_demographic_characteristics_ft_dens,10,"Basic Demographic Characteristics, v4.10 (2010): Female population density ages 40 to 44",Female population density ages 40 to 44 for the year 2010
gpw_v4_basic_demographic_characteristics_ft_dens,11,"Basic Demographic Characteristics, v4.10 (2010): Female population density ages 45 to 49",Female population density ages 45 to 49 for the year 2010
gpw_v4_basic_demographic_characteristics_ft_dens,12,"Basic Demographic Characteristics, v4.10 (2010): Female population density ages 50 to 54",Female population density ages 50 to 54 for the year 2010
gpw_v4_basic_demographic_characteristics_ft_dens,13,"Basic Demographic Characteristics, v4.10 (2010): Female population density ages 55 to 59",Female population density ages 55 to 59 for the year 2010
gpw_v4_basic_demographic_characteristics_ft_dens,14,"Basic Demographic Characteristics, v4.10 (2010): Female population density ages 60 to 64",Female population density ages 60 to 64 for the year 2010
gpw_v4_basic_demographic_characteristics_ft_dens,15,"Basic Demographic Characteristics, v4.10 (2010): Female population density ages 65 and over",Female population density ages 65 and over for the year 2010
gpw_v4_basic_demographic_characteristics_ft_dens,16,"Data Context, v4.10 (2010)",Categorizes pixels with estimated 0 population for the year 2010 based on information provided in census documents (see gpw_v4_context_lookup.txt)
gpw_v4_basic_demographic_characteristics_ft_dens,17,"Type of Tabular Input Data, v4.10",A code referencing the type of population data used (see gpw_v4_data_type_lookup.txt)
gpw_v4_basic_demographic_characteristics_ft_dens,18,"Input Data Level, v4.10",Highest administrative level of input data used
gpw_v4_basic_demographic_characteristics_ft_dens,19,"Input Data Year, v4.10",The year of the input population data used
gpw_v4_basic_demographic_characteristics_ft_dens,20,"Growth Rate End Year, v4.10",The latest year used to calculate the annual exponential growth rate
gpw_v4_basic_demographic_characteristics_ft_dens,21,"Growth Rate Administrative Level, v4.10",The dominant administrative level used to calculate the annual exponential growth rate
gpw_v4_basic_demographic_characteristics_ft_dens,22,"Growth Rate Start Year, v4.10",The earliest year used to calculate the annual exponential growth rate
gpw_v4_basic_demographic_characteristics_ft_dens,23,"Year of Most Recent Census, v4.10",Year of the most recent census conducted in the country/state
gpw_v4_basic_demographic_characteristics_ft_dens,24,"Mean Administrative Unit Area, v4.10 (2010)",Mean administrative unit area in square kilometers
gpw_v4_basic_demographic_characteristics_ft_dens,25,"National Identifier Grid, v4.10 (2010)",Numeric country codes corresponding to nation-states (see gpw_v4_national_identifier_lookup.txt)
gpw_v4_basic_demographic_characteristics_ft_dens,26,"Water Mask, v4.10 (2010)",Displays pixels that are completely or partially water and/or ice for the year 2010 (see gpw_v4_watermask_lookup.txt)
gpw_v4_basic_demographic_characteristics_mt_cntm,1,"Basic Demographic Characteristics, v4.10 (2010): Male population count",Male population count for the year 2010
gpw_v4_basic_demographic_characteristics_mt_cntm,2,"Basic Demographic Characteristics, v4.10 (2010): Male population count ages 0 to 4",Male population count ages 0 to 4 for the year 2010
gpw_v4_basic_demographic_characteristics_mt_cntm,3,"Basic Demographic Characteristics, v4.10 (2010): Male population count ages 5 to 9",Male population count ages 5 to 9 for the year 2010
gpw_v4_basic_demographic_characteristics_mt_cntm,4,"Basic Demographic Characteristics, v4.10 (2010): Male population count ages 10 to 14",Male population count ages 10 to 14 for the year 2010
gpw_v4_basic_demographic_characteristics_mt_cntm,5,"Basic Demographic Characteristics, v4.10 (2010): Male population count ages 15 to 19",Male population count ages 15 to 19 for the year 2010
gpw_v4_basic_demographic_characteristics_mt_cntm,6,"Basic Demographic Characteristics, v4.10 (2010): Male population count ages 20 to 24",Male population count ages 20 to 24 for the year 2010
gpw_v4_basic_demographic_characteristics_mt_cntm,7,"Basic Demographic Characteristics, v4.10 (2010): Male population count ages 25 to 29",Male population count ages 25 to 29 for the year 2010
gpw_v4_basic_demographic_characteristics_mt_cntm,8,"Basic Demographic Characteristics, v4.10 (2010): Male population count ages 30 to 34",Male population count ages 30 to 34 for the year 2010
gpw_v4_basic_demographic_characteristics_mt_cntm,9,"Basic Demographic Characteristics, v4.10 (2010): Male population count ages 35 to 39",Male population count ages 35 to 39 for the year 2010
gpw_v4_basic_demographic_characteristics_mt_cntm,10,"Basic Demographic Characteristics, v4.10 (2010): Male population count ages 40 to 44",Male population count ages 40 to 44 for the year 2010
gpw_v4_basic_demographic_characteristics_mt_cntm,11,"Basic Demographic Characteristics, v4.10 (2010): Male population count ages 45 to 49",Male population count ages 45 to 49 for the year 2010
gpw_v4_basic_demographic_characteristics_mt_cntm,12,"Basic Demographic Characteristics, v4.10 (2010): Male population count ages 50 to 54",Male population count ages 50 to 54 for the year 2010
gpw_v4_basic_demographic_characteristics_mt_cntm,13,"Basic Demographic Characteristics, v4.10 (2010): Male population count ages 55 to 59",Male population count ages 55 to 59 for the year 2010
gpw_v4_basic_demographic_characteristics_mt_cntm,14,"Basic Demographic Characteristics, v4.10 (2010): Male population count ages 60 to 64",Male population count ages 60 to 64 for the year 2010
gpw_v4_basic_demographic_characteristics_mt_cntm,15,"Basic Demographic Characteristics, v4.10 (2010): Male population count ages 65 and over",Male population count ages 65 and over for the year 2010
gpw_v4_basic_demographic_characteristics_mt_cntm,16,"Data Context, v4.10 (2010)",Categorizes pixels with estimated 0 population for the year 2010 based on information provided in census documents (see gpw_v4_context_lookup.txt)
gpw_v4_basic_demographic_characteristics_mt_cntm,17,"Type of Tabular Input Data, v4.10",A code referencing the type of population data used (see gpw_v4_data_type_lookup.txt)
gpw_v4_basic_demographic_characteristics_mt_cntm,18,"Input Data Level, v4.10",Highest administrative level of input data used
gpw_v4_basic_demographic_characteristics_mt_cntm,19,"Input Data Year, v4.10",The year of the input population data used
gpw_v4_basic_demographic_characteristics_mt_cntm,20,"Growth Rate End Year, v4.10",The latest year used to calculate the annual exponential growth rate
gpw_v4_basic_demographic_characteristics_mt_cntm,21,"Growth Rate Administrative Level, v4.10",The dominant administrative level used to calculate the annual exponential growth rate
gpw_v4_basic_demographic_characteristics_mt_cntm,22,"Growth Rate Start Year, v4.10",The earliest year used to calculate the annual exponential growth rate
gpw_v4_basic_demographic_characteristics_mt_cntm,23,"Year of Most Recent Census, v4.10",Year of the most recent census conducted in the country/state
gpw_v4_basic_demographic_characteristics_mt_cntm,24,"Mean Administrative Unit Area, v4.10 (2010)",Mean administrative unit area in square kilometers
gpw_v4_basic_demographic_characteristics_mt_cntm,25,"National Identifier Grid, v4.10 (2010)",Numeric country codes corresponding to nation-states (see gpw_v4_national_identifier_lookup.txt)
